"Station_ID","Latitude.x","Longitude.x","Data_Type","Start_Year","End_Year","Latitude.y","Longitude.y"
"GMW00034055",49.95,7.2667,"TAVG",1968,2023,"49.9500","7.2667"
"GMW00035032",50.0333,8.5833,"TAVG",1934,2023,"50.0333","8.5833"
"GPM00078894",17.9,-62.85,"TAVG",1959,2023,"17.9000","-62.8500"
"GQW00041415",13.4833,144.8,"TAVG",1999,2023,"13.4833","144.8000"
"GR000016641",39.6167,19.9167,"TAVG",1957,2023,"39.6167","19.9167"
"GR000016648",39.65,22.45,"TAVG",1957,2023,"39.6500","22.4500"
"GR000016716",37.9,23.75,"TAVG",1957,2023,"37.9000","23.7500"
"GR000016734",36.8331,21.7,"TAVG",1957,2023,"36.8331","21.7000"
"GR000016754",35.3331,25.1831,"TAVG",1957,2023,"35.3331","25.1831"
"GR000167230",37.7,26.9167,"TAVG",1978,2023,"37.7000","26.9167"
"GR000167460",35.4831,24.1167,"TAVG",1965,2023,"35.4831","24.1167"
"GRM00016622",40.52,22.971,"TAVG",1964,2023,"40.5200","22.9710"
"GRM00016719",37.783,20.883,"TAVG",2009,2023,"37.7830","20.8830"
"GRM00016726",37.068,22.026,"TAVG",1987,2023,"37.0680","22.0260"
"GV000001809",11.32,-12.3,"TAVG",1976,2023,"11.3200","-12.3000"
"GV000001816",10.93,-14.25,"TAVG",1975,2023,"10.9300","-14.2500"
"GV000001818",10.05,-12.87,"TAVG",1975,2023,"10.0500","-12.8700"
"GV000001820",10.37,-12.08,"TAVG",1975,2023,"10.3700","-12.0800"
"GV000001829",10.38,-9.3,"TAVG",1975,2023,"10.3800","-9.3000"
"GV000001832",9.57,-13.62,"TAVG",1973,2023,"9.5700","-13.6200"
"GV000001847",8.53,-9.42,"TAVG",1975,2023,"8.5300","-9.4200"
"GVM00061833",10.035,-10.77,"TAVG",1975,2023,"10.0350","-10.7700"
"GVM00061849",7.733,-8.833,"TAVG",1975,2023,"7.7330","-8.8330"
"GYM00081001",6.8,-58.15,"TAVG",1941,2023,"6.8000","-58.1500"
"GYW00010502",6.5,-58.25,"TAVG",1973,2023,"6.5000","-58.2500"
"HO000078711",15.217,-83.8,"TAVG",1963,2023,"15.2170","-83.8000"
"HO000078720",14.05,-87.217,"TAVG",1957,2023,"14.0500","-87.2170"
"HOM00078705",15.742,-86.853,"TAVG",1973,2023,"15.7420","-86.8530"
"HOM00078708",15.453,-87.924,"TAVG",1957,2023,"15.4530","-87.9240"
"HR000142360",45.8167,15.9781,"TAVG",1996,2023,"45.8167","15.9781"
"HRE00105217",43.5167,16.4331,"TAVG",1996,2023,"43.5167","16.4331"
"HRM00014234",46.133,15.883,"TAVG",1996,2023,"46.1330","15.8830"
"HU000012942",46.0056,18.2328,"TAVG",1973,2023,"46.0056","18.2328"
"HUM00012772",48.083,20.767,"TAVG",1952,2023,"48.0830","20.7670"
"HUM00012843",47.433,19.183,"TAVG",1973,2023,"47.4330","19.1830"
"HUM00012882",47.489,21.615,"TAVG",1952,2023,"47.4890","21.6150"
"HUM00012925",46.45,16.967,"TAVG",1973,2023,"46.4500","16.9670"
"HUM00012982",46.25,20.1,"TAVG",1952,2023,"46.2500","20.1000"
"IC000004013",65.0739,-22.7333,"TAVG",1973,2023,"65.0739","-22.7333"
"IC000004030",64.1269,-21.9025,"TAVG",1941,2023,"64.1269","-21.9025"
"IC000004048",63.4,-20.2831,"TAVG",1949,2023,"63.4000","-20.2831"
"IC000004063",65.68,-18.0794,"TAVG",1944,2023,"65.6800","-18.0794"
"IC000004097",65.2681,-13.5756,"TAVG",2006,2023,"65.2681","-13.5756"
"ICM00004082",64.296,-15.227,"TAVG",1973,2023,"64.2960","-15.2270"
"ICM00004130",64.133,-21.9,"TAVG",2006,2023,"64.1330","-21.9000"
"ICW00016201",63.9667,-22.6,"TAVG",1943,2023,"63.9667","-22.6000"
"ID000096073",1.55,98.883,"TAVG",1959,2023,"1.5500","98.8830"
"ID000096145",3.2,106.25,"TAVG",1959,2023,"3.2000","106.2500"
"ID000096745",-6.183,106.833,"TAVG",1973,2023,"-6.1830","106.8330"
"ID000096805",-7.733,109.017,"TAVG",1959,2023,"-7.7330","109.0170"
"ID000096925",-5.85,112.633,"TAVG",1962,2023,"-5.8500","112.6330"
"ID000097014",1.533,124.917,"TAVG",1961,2023,"1.5330","124.9170"
"ID000097146",-4.1,122.433,"TAVG",1959,2023,"-4.1000","122.4330"
"ID000097340",-9.667,120.333,"TAVG",1959,2023,"-9.6670","120.3330"
"ID000097372",-10.167,123.667,"TAVG",1957,2023,"-10.1670","123.6670"
"ID000097502",-0.933,131.117,"TAVG",1957,2023,"-0.9330","131.1170"
"ID000097560",-1.183,136.117,"TAVG",1944,2023,"-1.1830","136.1170"
"ID000097686",-4.067,138.95,"TAVG",1957,2023,"-4.0670","138.9500"
"ID000097690",-2.567,140.483,"TAVG",1944,2023,"-2.5670","140.4830"
"ID000097724",-3.7,128.083,"TAVG",1956,2023,"-3.7000","128.0830"
"ID000097900",-7.983,131.3,"TAVG",1962,2023,"-7.9830","131.3000"
"ID000097980",-8.467,140.383,"TAVG",1942,2023,"-8.4670","140.3830"
"IDM00096001",5.874,95.34,"TAVG",1958,2023,"5.8740","95.3400"
"IDM00096009",5.227,96.95,"TAVG",1978,2023,"5.2270","96.9500"
"IDM00096011",5.524,95.42,"TAVG",1973,2023,"5.5240","95.4200"
"IDM00096015",4.25,96.117,"TAVG",1981,2023,"4.2500","96.1170"
"IDM00096033",3.8,98.7,"TAVG",1984,2023,"3.8000","98.7000"
"IDM00096035",3.558,98.672,"TAVG",1958,2023,"3.5580","98.6720"
"IDM00096075",1.166,97.705,"TAVG",1979,2023,"1.1660","97.7050"
"IDM00096087",1.117,104.117,"TAVG",1988,2023,"1.1170","104.1170"
"IDM00096091",0.923,104.532,"TAVG",1963,2023,"0.9230","104.5320"
"IDM00096109",0.461,101.445,"TAVG",1959,2023,"0.4610","101.4450"
"IDM00096171",-0.353,102.335,"TAVG",1973,2023,"-0.3530","102.3350"
"IDM00096179",-0.479,104.579,"TAVG",1959,2023,"-0.4790","104.5790"
"IDM00096195",-1.638,103.644,"TAVG",1973,2023,"-1.6380","103.6440"
"IDM00096207",-2.767,101.367,"TAVG",1981,2023,"-2.7670","101.3670"
"IDM00096221",-2.898,104.701,"TAVG",1962,2023,"-2.8980","104.7010"
"IDM00096237",-2.17,106.13,"TAVG",1959,2023,"-2.1700","106.1300"
"IDM00096249",-2.746,107.755,"TAVG",1957,2023,"-2.7460","107.7550"
"IDM00096253",-3.864,102.339,"TAVG",1973,2023,"-3.8640","102.3390"
"IDM00096295",-5.242,105.179,"TAVG",1973,2023,"-5.2420","105.1790"
"IDM00096509",3.327,117.566,"TAVG",1973,2023,"3.3270","117.5660"
"IDM00096525",2.85,117.333,"TAVG",1988,2023,"2.8500","117.3330"
"IDM00096529",2.155,117.432,"TAVG",1995,2023,"2.1550","117.4320"
"IDM00096535",1.767,109.3,"TAVG",1988,2023,"1.7670","109.3000"
"IDM00096559",0.064,111.473,"TAVG",1979,2023,"0.0640","111.4730"
"IDM00096581",-0.151,109.404,"TAVG",1973,2023,"-0.1510","109.4040"
"IDM00096595",-0.95,114.9,"TAVG",1984,2023,"-0.9500","114.9000"
"IDM00096607",-0.485,117.157,"TAVG",1979,2023,"-0.4850","117.1570"
"IDM00096615",-1.817,109.963,"TAVG",1981,2023,"-1.8170","109.9630"
"IDM00096633",-1.268,116.894,"TAVG",1962,2023,"-1.2680","116.8940"
"IDM00096645",-2.705,111.673,"TAVG",1961,2023,"-2.7050","111.6730"
"IDM00096655",-2.225,113.943,"TAVG",1977,2023,"-2.2250","113.9430"
"IDM00096685",-3.442,114.763,"TAVG",1962,2023,"-3.4420","114.7630"
"IDM00096695",-3.4,116.217,"TAVG",1982,2023,"-3.4000","116.2170"
"IDM00096737",-6.117,106.133,"TAVG",1975,2023,"-6.1170","106.1330"
"IDM00096739",-6.293,106.57,"TAVG",1973,2023,"-6.2930","106.5700"
"IDM00096741",-6.1,106.867,"TAVG",1974,2023,"-6.1000","106.8670"
"IDM00096749",-6.126,106.656,"TAVG",1985,2023,"-6.1260","106.6560"
"IDM00096751",-6.7,106.933,"TAVG",1993,2023,"-6.7000","106.9330"
"IDM00096791",-6.75,108.267,"TAVG",1976,2023,"-6.7500","108.2670"
"IDM00096797",-6.85,109.15,"TAVG",1977,2023,"-6.8500","109.1500"
"IDM00096837",-6.967,110.417,"TAVG",1977,2023,"-6.9670","110.4170"
"IDM00096839",-6.973,110.375,"TAVG",1957,2023,"-6.9730","110.3750"
"IDM00096933",-7.217,112.717,"TAVG",1949,2023,"-7.2170","112.7170"
"IDM00096935",-7.38,112.787,"TAVG",1973,2023,"-7.3800","112.7870"
"IDM00096937",-7.217,113.717,"TAVG",1980,2023,"-7.2170","113.7170"
"IDM00096973",-7.05,113.967,"TAVG",1976,2023,"-7.0500","113.9670"
"IDM00096987",-8.217,114.383,"TAVG",1956,2023,"-8.2170","114.3830"
"IDM00097008",3.683,125.528,"TAVG",1978,2023,"3.6830","125.5280"
"IDM00097016",1.433,125.183,"TAVG",1979,2023,"1.4330","125.1830"
"IDM00097028",1.017,120.8,"TAVG",1982,2023,"1.0170","120.8000"
"IDM00097048",0.637,122.85,"TAVG",1959,2023,"0.6370","122.8500"
"IDM00097072",-0.919,119.91,"TAVG",1959,2023,"-0.9190","119.9100"
"IDM00097086",-1.039,122.772,"TAVG",1978,2023,"-1.0390","122.7720"
"IDM00097096",-1.417,120.658,"TAVG",1978,2023,"-1.4170","120.6580"
"IDM00097120",-2.5,119,"TAVG",1983,2023,"-2.5000","119.0000"
"IDM00097126",-2.55,120.367,"TAVG",1989,2023,"-2.5500","120.3670"
"IDM00097180",-5.062,119.554,"TAVG",1958,2023,"-5.0620","119.5540"
"IDM00097182",-5.067,119.55,"TAVG",1986,2023,"-5.0670","119.5500"
"IDM00097192",-5.467,122.617,"TAVG",1980,2023,"-5.4670","122.6170"
"IDM00097230",-8.749,115.167,"TAVG",1962,2023,"-8.7490","115.1670"
"IDM00097240",-8.75,116.267,"TAVG",1974,2023,"-8.7500","116.2670"
"IDM00097260",-8.489,117.412,"TAVG",1964,2023,"-8.4890","117.4120"
"IDM00097270",-8.54,118.687,"TAVG",1982,2023,"-8.5400","118.6870"
"IDM00097300",-8.641,122.237,"TAVG",1975,2023,"-8.6410","122.2370"
"IDM00097310",-8.267,122.967,"TAVG",1983,2023,"-8.2670","122.9670"
"IDM00097320",-8.217,124.567,"TAVG",1979,2023,"-8.2170","124.5670"
"IDM00097378",-10.733,123.067,"TAVG",1979,2023,"-10.7330","123.0670"
"IDM00097380",-10.5,121.833,"TAVG",1980,2023,"-10.5000","121.8330"
"IDM00097406",1.817,127.833,"TAVG",1983,2023,"1.8170","127.8330"
"IDM00097430",0.831,127.381,"TAVG",1973,2023,"0.8310","127.3810"
"IDM00097460",-1.617,124.55,"TAVG",1992,2023,"-1.6170","124.5500"
"IDM00097530",-0.892,134.049,"TAVG",1957,2023,"-0.8920","134.0490"
"IDM00097570",-1.867,136.233,"TAVG",1982,2023,"-1.8670","136.2330"
"IDM00097580",-1.833,138.717,"TAVG",1944,2023,"-1.8330","138.7170"
"IDM00097600",-2.083,126,"TAVG",1953,2023,"-2.0830","126.0000"
"IDM00097630",-2.883,132.25,"TAVG",1957,2023,"-2.8830","132.2500"
"IDM00097682",-3.368,135.496,"TAVG",1978,2023,"-3.3680","135.4960"
"IDM00097698",-2.367,140.717,"TAVG",1980,2023,"-2.3670","140.7170"
"IDM00097700",-3.25,127.083,"TAVG",1983,2023,"-3.2500","127.0830"
"IDM00097722",-3.35,128.883,"TAVG",1981,2023,"-3.3500","128.8830"
"IDM00097748",-3.8,130.833,"TAVG",1983,2023,"-3.8000","130.8330"
"IDM00097760",-3.645,133.696,"TAVG",1957,2023,"-3.6450","133.6960"
"IDM00097780",-3.917,136.367,"TAVG",1995,2023,"-3.9170","136.3670"
"IDM00097796",-4.717,136.433,"TAVG",1981,2023,"-4.7170","136.4330"
"IDM00097810",-5.683,132.75,"TAVG",1959,2023,"-5.6830","132.7500"
"IDM00097876",-6.1,140.3,"TAVG",1944,2023,"-6.1000","140.3000"
"IN001020700",14.583,77.633,"TAVG",1961,2023,"14.5830","77.6330"
"IN001050200",16.95,82.233,"TAVG",1973,2023,"16.9500","82.2330"
"IN001080500",17.45,78.47,"TAVG",1957,2023,"17.4500","78.4700"
"IN001090500",18.767,79.433,"TAVG",1974,2023,"18.7670","79.4330"
"IN001111200",16.2,81.15,"TAVG",1957,2023,"16.2000","81.1500"
"IN001111600",16.533,80.8,"TAVG",1973,2023,"16.5330","80.8000"
"IN001120100",15.8,78.067,"TAVG",1976,2023,"15.8000","78.0670"
"IN001160200",14.45,79.983,"TAVG",1961,2023,"14.4500","79.9830"
"IN001170800",18.667,78.1,"TAVG",2009,2023,"18.6670","78.1000"
"IN001190700",18.333,84.133,"TAVG",1978,2023,"18.3330","84.1330"
"IN001200200",17.717,83.233,"TAVG",1957,2023,"17.7170","83.2330"
"IN003020100",26.617,92.783,"TAVG",1973,2023,"26.6170","92.7830"
"IN003041800",26.1,91.583,"TAVG",1945,2023,"26.1000","91.5830"
"IN003050401",27.233,94.117,"TAVG",1974,2023,"27.2330","94.1170"
"IN003050500",27.483,95.017,"TAVG",1942,2023,"27.4830","95.0170"
"IN003080100",26.9,94.2,"TAVG",1943,2023,"26.9000","94.2000"
"IN004011500",25.233,86.95,"TAVG",1961,2023,"25.2330","86.9500"
"IN004051800",24.75,84.95,"TAVG",1942,2023,"24.7500","84.9500"
"IN004091000",24.05,84.067,"TAVG",2006,2023,"24.0500","84.0670"
"IN004102500",25.6,85.1,"TAVG",1961,2023,"25.6000","85.1000"
"IN004122600",23.317,85.317,"TAVG",1973,2023,"23.3170","85.3170"
"IN005010600",23.067,72.633,"TAVG",1957,2023,"23.0670","72.6330"
"IN005100100",20.9,70.367,"TAVG",1957,2023,"20.9000","70.3670"
"IN005120000",23.25,68.85,"TAVG",1978,2023,"23.2500","68.8500"
"IN005120501",23.25,69.667,"TAVG",1957,2023,"23.2500","69.6670"
"IN005150100",22.3,70.783,"TAVG",1973,2023,"22.3000","70.7830"
"IN005171200",21.2,72.833,"TAVG",1957,2023,"21.2000","72.8330"
"IN006011400",30.733,76.883,"TAVG",1974,2023,"30.7330","76.8830"
"IN006012800",30.383,76.767,"TAVG",1957,2023,"30.3830","76.7670"
"IN006031000",29.167,75.733,"TAVG",1957,2023,"29.1670","75.7330"
"IN007101600",31.1,77.167,"TAVG",1973,2023,"31.1000","77.1670"
"IN008010200",34.083,74.833,"TAVG",1973,2023,"34.0830","74.8330"
"IN009010100",12.967,77.583,"TAVG",1973,2023,"12.9670","77.5830"
"IN009012800",12.95,77.633,"TAVG",1942,2023,"12.9500","77.6330"
"IN009021000",15.85,74.617,"TAVG",1973,2023,"15.8500","74.6170"
"IN009070100",14.233,76.433,"TAVG",1975,2023,"14.2330","76.4330"
"IN009090300",15.417,75.633,"TAVG",1957,2023,"15.4170","75.6330"
"IN009120400",14.283,74.45,"TAVG",2005,2023,"14.2830","74.4500"
"IN009130300",12.917,74.883,"TAVG",1973,2023,"12.9170","74.8830"
"IN010050700",11.25,75.783,"TAVG",1957,2023,"11.2500","75.7830"
"IN010100400",8.483,76.95,"TAVG",1957,2023,"8.4830","76.9500"
"IN010100700",8.467,76.95,"TAVG",1996,2023,"8.4670","76.9500"
"IN011020300",19.083,82.033,"TAVG",1957,2023,"19.0830","82.0330"
"IN011031100",21.867,77.933,"TAVG",1978,2023,"21.8670","77.9330"
"IN011060800",22.767,81.9,"TAVG",1957,2023,"22.7670","81.9000"
"IN011140700",24.65,77.317,"TAVG",1973,2023,"24.6500","77.3170"
"IN011150300",26.233,78.25,"TAVG",1957,2023,"26.2330","78.2500"
"IN011160200",22.467,78.433,"TAVG",1973,2023,"22.4670","78.4330"
"IN011170400",22.717,75.8,"TAVG",1957,2023,"22.7170","75.8000"
"IN011180800",23.2,79.95,"TAVG",1957,2023,"23.2000","79.9500"
"IN011240300",21.833,76.367,"TAVG",1978,2023,"21.8330","76.3670"
"IN011291000",21.217,81.667,"TAVG",1957,2023,"21.2170","81.6670"
"IN011330900",23.85,78.75,"TAVG",2009,2023,"23.8500","78.7500"
"IN011340100",24.567,80.833,"TAVG",1957,2023,"24.5670","80.8330"
"IN011351500",23.283,77.35,"TAVG",1957,2023,"23.2830","77.3500"
"IN011370100",23.533,80.883,"TAVG",1976,2023,"23.5330","80.8830"
"IN011410500",23.167,83.25,"TAVG",2009,2023,"23.1670","83.2500"
"IN012020100",20.7,77.033,"TAVG",1961,2023,"20.7000","77.0330"
"IN012041000",19.85,75.4,"TAVG",1973,2023,"19.8500","75.4000"
"IN012070800",19.117,72.85,"TAVG",1957,2023,"19.1170","72.8500"
"IN012131800",16.7,74.233,"TAVG",1973,2023,"16.7000","74.2330"
"IN012141800",21.1,79.05,"TAVG",1957,2023,"21.1000","79.0500"
"IN012161300",20.133,73.917,"TAVG",2005,2023,"20.1330","73.9170"
"IN012190100",18.533,73.85,"TAVG",1957,2023,"18.5330","73.8500"
"IN012201100",16.983,73.333,"TAVG",1973,2023,"16.9830","73.3330"
"IN012212400",16.85,74.6,"TAVG",1984,2023,"16.8500","74.6000"
"IN012230300",17.667,75.9,"TAVG",1957,2023,"17.6670","75.9000"
"IN013010200",24.667,93.9,"TAVG",1944,2023,"24.6670","93.9000"
"IN017010300",21.517,86.933,"TAVG",1975,2023,"21.5170","86.9330"
"IN017060500",19.267,84.883,"TAVG",1957,2023,"19.2670","84.8830"
"IN017111200",20.25,85.833,"TAVG",1957,2023,"20.2500","85.8330"
"IN017121000",21.917,84.083,"TAVG",1957,2023,"21.9170","84.0830"
"IN018103100",30.333,76.467,"TAVG",1975,2023,"30.3330","76.4670"
"IN019040100",25.75,71.383,"TAVG",1957,2023,"25.7500","71.3830"
"IN019070100",28,73.3,"TAVG",1957,2023,"28.0000","73.3000"
"IN019120700",29.917,73.917,"TAVG",1961,2023,"29.9170","73.9170"
"IN019131301",26.817,75.8,"TAVG",1957,2023,"26.8170","75.8000"
"IN019140400",26.9,70.917,"TAVG",1974,2023,"26.9000","70.9170"
"IN019180500",26.3,73.017,"TAVG",1943,2023,"26.3000","73.0170"
"IN019191200",25.15,75.85,"TAVG",1973,2023,"25.1500","75.8500"
"IN019261900",24.617,73.883,"TAVG",1976,2023,"24.6170","73.8830"
"IN020011100",12.917,79.15,"TAVG",1973,2023,"12.9170","79.1500"
"IN020020300",11.767,79.767,"TAVG",1961,2023,"11.7670","79.7670"
"IN020031700",11.033,77.05,"TAVG",1973,2023,"11.0330","77.0500"
"IN020040900",13,80.183,"TAVG",1957,2023,"13.0000","80.1830"
"IN020081700",9.833,78.083,"TAVG",1975,2023,"9.8330","78.0830"
"IN020100400",9.267,79.3,"TAVG",2009,2023,"9.2670","79.3000"
"IN020110800",11.65,78.167,"TAVG",1973,2023,"11.6500","78.1670"
"IN020120700",10.767,79.85,"TAVG",2009,2023,"10.7670","79.8500"
"IN020130700",10.767,78.717,"TAVG",1961,2023,"10.7670","78.7170"
"IN021010100",23.883,91.25,"TAVG",1945,2023,"23.8830","91.2500"
"IN021012000",24.317,92,"TAVG",1945,2023,"24.3170","92.0000"
"IN022021900",28.583,77.2,"TAVG",1942,2023,"28.5830","77.2000"
"IN022023000",28.567,77.117,"TAVG",1996,2023,"28.5670","77.1170"
"IN022030600",15.483,73.817,"TAVG",1973,2023,"15.4830","73.8170"
"IN022043500",10.917,79.833,"TAVG",1999,2023,"10.9170","79.8330"
"IN023060800",27.567,81.6,"TAVG",1973,2023,"27.5670","81.6000"
"IN023101700",28.367,79.4,"TAVG",1957,2023,"28.3670","79.4000"
"IN023160900",30.317,78.033,"TAVG",1957,2023,"30.3170","78.0330"
"IN023261300",26.75,83.367,"TAVG",1957,2023,"26.7500","83.3670"
"IN023351400",26.75,80.883,"TAVG",1957,2023,"26.7500","80.8830"
"IN023550300",25.45,82.867,"TAVG",1973,2023,"25.4500","82.8670"
"IN024041000",26.333,89.467,"TAVG",1943,2023,"26.3330","89.4670"
"IN024059900",26.633,88.317,"TAVG",1957,2023,"26.6330","88.3170"
"IN024090600",25.033,88.133,"TAVG",1977,2023,"25.0330","88.1330"
"IN024140300",22.533,88.333,"TAVG",1944,2023,"22.5330","88.3330"
"IN024141500",22.65,88.45,"TAVG",1943,2023,"22.6500","88.4500"
"IN025010100",8.3,73,"TAVG",1961,2023,"8.3000","73.0000"
"IN099990101",11.117,72.733,"TAVG",1973,2023,"11.1170","72.7330"
"IN099999901",11.667,92.717,"TAVG",1961,2023,"11.6670","92.7170"
"INM00042071",31.71,74.797,"TAVG",1973,2023,"31.7100","74.7970"
"INM00042475",25.441,81.735,"TAVG",1942,2023,"25.4410","81.7350"
"IR000040706",38.08,46.28,"TAVG",1957,2023,"38.0800","46.2800"
"IR000040745",36.267,59.633,"TAVG",1949,2023,"36.2670","59.6330"
"IR000040841",30.25,56.967,"TAVG",1957,2023,"30.2500","56.9670"
"IR000040848",29.533,52.533,"TAVG",1957,2023,"29.5330","52.5330"
"IR000407540",35.683,51.317,"TAVG",1943,2023,"35.6830","51.3170"
"IR000407660",34.267,47.117,"TAVG",1957,2023,"34.2670","47.1170"
"IR000408560",29.476,60.907,"TAVG",1957,2023,"29.4760","60.9070"
"IRM00040712",37.668,45.069,"TAVG",1949,2023,"37.6680","45.0690"
"IRM00040718",37.467,49.467,"TAVG",1950,2023,"37.4670","49.4670"
"IRM00040723",37.493,57.308,"TAVG",1977,2023,"37.4930","57.3080"
"IRM00040729",36.774,48.359,"TAVG",1973,2023,"36.7740","48.3590"
"IRM00040731",36.24,50.047,"TAVG",1973,2023,"36.2400","50.0470"
"IRM00040736",36.717,52.65,"TAVG",1949,2023,"36.7170","52.6500"
"IRM00040738",36.909,54.401,"TAVG",1973,2023,"36.9090","54.4010"
"IRM00040747",35.247,47.009,"TAVG",1973,2023,"35.2470","47.0090"
"IRM00040757",35.591,53.495,"TAVG",1973,2023,"35.5910","53.4950"
"IRM00040769",34.138,49.847,"TAVG",1943,2023,"34.1380","49.8470"
"IRM00040785",33.895,51.577,"TAVG",1973,2023,"33.8950","51.5770"
"IRM00040798",32.297,50.842,"TAVG",1973,2023,"32.2970","50.8420"
"IRM00040800",32.751,51.862,"TAVG",1948,2023,"32.7510","51.8620"
"IRM00040809",32.898,59.266,"TAVG",1966,2023,"32.8980","59.2660"
"IRM00040811",31.337,48.762,"TAVG",1973,2023,"31.3370","48.7620"
"IRM00040821",31.905,54.277,"TAVG",1957,2023,"31.9050","54.2770"
"IRM00040827",31.533,60.033,"TAVG",1991,2023,"31.5330","60.0330"
"IRM00040831",30.371,48.228,"TAVG",1943,2023,"30.3710","48.2280"
"IRM00040845",29.267,50.267,"TAVG",1973,2023,"29.2670","50.2670"
"IRM00040858",28.945,50.835,"TAVG",1975,2023,"28.9450","50.8350"
"IRM00040875",27.218,56.378,"TAVG",1967,2023,"27.2180","56.3780"
"IRM00040879",27.236,60.72,"TAVG",1973,2023,"27.2360","60.7200"
"IS000004640",32.9667,35.5,"TAVG",1966,2023,"32.9667","35.5000"
"IS000009972",29.55,34.95,"TAVG",1951,2023,"29.5500","34.9500"
"ISE00105694",32,34.7994,"TAVG",2007,2023,"32.0000","34.7994"
"ISM00040180",32.011,34.887,"TAVG",1943,2023,"32.0110","34.8870"
"ISM00040190",31.25,34.633,"TAVG",2008,2023,"31.2500","34.6330"
"IT000016090",45.3831,10.8667,"TAVG",1945,2023,"45.3831","10.8667"
"IT000016134",44.2,10.7,"TAVG",1965,2023,"44.2000","10.7000"
"IT000016232",42,15,"TAVG",1975,2023,"42.0000","15.0000"
"IT000016239",41.7831,12.5831,"TAVG",1951,2023,"41.7831","12.5831"
"IT000016320",40.6331,17.9331,"TAVG",1943,2023,"40.6331","17.9331"
"IT000016550",39.93,9.72,"TAVG",1966,2023,"39.9300","9.7200"
"IT000016560",39.2331,9.05,"TAVG",1943,2023,"39.2331","9.0500"
"IT000160220",46.15,11.0331,"TAVG",1973,2023,"46.1500","11.0331"
"IT000162240",42.0828,12.2167,"TAVG",1978,2023,"42.0828","12.2167"
"IT000162580",41.7,15.95,"TAVG",1974,2023,"41.7000","15.9500"
"ITM00016008",46.75,10.533,"TAVG",1967,2023,"46.7500","10.5330"
"ITM00016033",46.733,12.217,"TAVG",1973,2023,"46.7330","12.2170"
"ITM00016045",45.979,13.049,"TAVG",1958,2023,"45.9790","13.0490"
"ITM00016052",45.933,7.7,"TAVG",1965,2023,"45.9330","7.7000"
"ITM00016061",45.033,7.733,"TAVG",1973,2023,"45.0330","7.7330"
"ITM00016064",45.53,8.669,"TAVG",1966,2023,"45.5300","8.6690"
"ITM00016088",45.432,10.268,"TAVG",1966,2023,"45.4320","10.2680"
"ITM00016098",45.685,12.083,"TAVG",1966,2023,"45.6850","12.0830"
"ITM00016110",45.65,13.75,"TAVG",1965,2023,"45.6500","13.7500"
"ITM00016148",44.224,12.307,"TAVG",1973,2023,"44.2240","12.3070"
"ITM00016149",44.02,12.612,"TAVG",1945,2023,"44.0200","12.6120"
"ITM00016153",43.95,8.167,"TAVG",1965,2023,"43.9500","8.1670"
"ITM00016158",43.684,10.393,"TAVG",1944,2023,"43.6840","10.3930"
"ITM00016179",43.517,12.733,"TAVG",1973,2023,"43.5170","12.7330"
"ITM00016206",42.76,11.072,"TAVG",1944,2023,"42.7600","11.0720"
"ITM00016219",42.467,12.983,"TAVG",1965,2023,"42.4670","12.9830"
"ITM00016245",41.659,12.445,"TAVG",1966,2023,"41.6590","12.4450"
"ITM00016252",41.567,14.65,"TAVG",1965,2023,"41.5670","14.6500"
"ITM00016253",41.061,14.082,"TAVG",1944,2023,"41.0610","14.0820"
"ITM00016280",40.917,12.95,"TAVG",1965,2023,"40.9170","12.9500"
"ITM00016310",40.017,15.283,"TAVG",1964,2023,"40.0170","15.2830"
"ITM00016325",40.433,16.883,"TAVG",1967,2023,"40.4330","16.8830"
"ITM00016344",39.333,16.4,"TAVG",1974,2023,"39.3330","16.4000"
"ITM00016360",39.817,18.35,"TAVG",1965,2023,"39.8170","18.3500"
"ITM00016400",38.7,13.183,"TAVG",1957,2023,"38.7000","13.1830"
"ITM00016420",38.2,15.55,"TAVG",1957,2023,"38.2000","15.5500"
"ITM00016429",37.911,12.488,"TAVG",1965,2023,"37.9110","12.4880"
"ITM00016450",37.567,14.283,"TAVG",1973,2023,"37.5670","14.2830"
"ITM00016480",36.683,15.133,"TAVG",1966,2023,"36.6830","15.1330"
"ITM00016522",40.567,8.167,"TAVG",1975,2023,"40.5670","8.1670"
"ITM00016546",39.354,8.972,"TAVG",1966,2023,"39.3540","8.9720"
"ITW00033126",37.4,14.9167,"TAVG",1943,2023,"37.4000","14.9167"
"IV000005548",7.38,-7.38,"TAVG",1973,2023,"7.3800","-7.3800"
"IV000005555",7.68,-5.03,"TAVG",1973,2023,"7.6800","-5.0300"
"IV000005557",6.13,-5.95,"TAVG",1973,2023,"6.1300","-5.9500"
"IV000005562",6.65,-4.7,"TAVG",1973,2023,"6.6500","-4.7000"
"IV000005592",4.42,-7.37,"TAVG",1943,2023,"4.4200","-7.3700"
"IV000065528",9.5,-7.567,"TAVG",1973,2023,"9.5000","-7.5670"
"IV000065585",5.3,-3.3,"TAVG",1973,2023,"5.3000","-3.3000"
"IV000065599",4.95,-6.083,"TAVG",1973,2023,"4.9500","-6.0830"
"IVM00065536",9.387,-5.557,"TAVG",1973,2023,"9.3870","-5.5570"
"IVM00065545",8.05,-2.783,"TAVG",1973,2023,"8.0500","-2.7830"
